name,image_url,url,review count,rating,snippet,neighborhood,latitude,longitude,category,type
"La Palapa, Mexican Gourmet Kitchen",http://s3-media2.fl.yelpcdn.com/bphoto/rtiyRiGhs3NinkXDb7o-eg/ms.jpg,http://www.yelp.com/biz/la-palapa-mexican-gourmet-kitchen-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,95,4.5,"Oh my god - this place is so good! I got the veggie empanadas and chips & guac. Both were amazing.

So many great things:

Bright tasting & fresh guac....",South Side,40.4288101,-79.9781036,mexican,food
La Prima Espresso Co,http://s3-media1.fl.yelpcdn.com/bphoto/hUrRF2W1IvtPG3G321lYEw/ms.jpg,http://www.yelp.com/biz/la-prima-espresso-co-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,72,4.5,"Delicious, authentic espresso, lattes and cappucinos. The only drawback is sometimes the line is a little long in the morning but it's definitely worth the...",Strip District,40.45158438,-79.98289146,coffee,food
Larrimor's,http://s3-media1.fl.yelpcdn.com/bphoto/_LKhESgdD4Ylvp4RuUEAow/ms.jpg,http://www.yelp.com/biz/larrimors-pittsburgh-3?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,10,5,"If you're going to shop downtown, you're not going to be getting big discounts. I saw a Robert Graham shirt here last week for about $200--the same one at a...",Downtown,40.4411909,-80.0004856,shopping,shopping
Las Palmas,http://s3-media4.fl.yelpcdn.com/bphoto/K8o53edZpsxOtwiPVuiryA/ms.jpg,http://www.yelp.com/biz/las-palmas-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,108,4.5,"Being a Mexican-American visitor from San Diego in sunny Cali (where there's a Mexican place every other half mile) and a constant visitor to Tijuana, there...",Oakland,40.43891907,-79.95530701,mexican,food
Las Palmas Carniceria,http://s3-media4.fl.yelpcdn.com/bphoto/2sRWO6xnmUtY1mH9SQaOeg/ms.jpg,http://www.yelp.com/biz/las-palmas-carniceria-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,154,4.5,"It's amazing what measures I will go to, just for a TACO. I saw Las Palmas on the drive-by. Then I made an escape and while my henchbrethren waited, peering...",Brookline,40.3945961,-80.02168274,mexican,food
Le Mardi Gras,http://s3-media1.fl.yelpcdn.com/bphoto/TL1WZIFIjNCz6WLVgEou9A/ms.jpg,http://www.yelp.com/biz/le-mardi-gras-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,42,4,"I'm visiting the Shadyside (Eastside) area this week for work and decided to swing by Le Mardi Gras on my first night.  As I was walking down Walnut Street,...",Shadyside,40.45127869,-79.93463898,nightlife,nightlife
Lefty's,http://s3-media3.fl.yelpcdn.com/bphoto/94YwDI-Z4MhoQE0XMJQI-A/ms.jpg,http://www.yelp.com/biz/leftys-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,11,4.5,"Great place on the Strip for a Good drink at a Fair Price.
Awesome atmosphere, lots of memorabilia.
Pool table, dart board, lots of bottled beer and...",Strip District,40.4516182,-79.9836273,nightlife,nightlife
Legends North Shore,http://s3-media1.fl.yelpcdn.com/bphoto/jay9kN2XzAQN7Ha_ZLsovA/ms.jpg,http://www.yelp.com/biz/legends-north-shore-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,84,4,"I love Legends!
My friends and I frequent there often!
The food and service is always wonderful! Love that it's BYOB! My favorite is their spinach...",North Side,40.456584,-80.001487,italian,food
Legume,http://s3-media4.fl.yelpcdn.com/bphoto/gZRKQsKDnfreBu_R2BELqA/ms.jpg,http://www.yelp.com/biz/legume-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,268,4.5,"I've been here twice so far, and both times I left incredibly satisfied. The first time was in the summer, the second in the winter so each time the menu...",Oakland,40.4503899,-79.9508591,french,food
Lili Cafe,http://s3-media4.fl.yelpcdn.com/bphoto/wjjjTTJbWD3N_gwpsbraPA/ms.jpg,http://www.yelp.com/biz/lili-cafe-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,48,4,"I was meeting someone from Polish Hill, who says this is her favorite neighborhood cafe. I can see why! It's cozy and I love how it feels very local (they...",Polish Hill,40.4574699,-79.9658737,coffee,food
Little Bangkok In the Strip,http://s3-media4.fl.yelpcdn.com/bphoto/Sr3TzWXlZWrKoqNorroWBg/ms.jpg,http://www.yelp.com/biz/little-bangkok-in-the-strip-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,73,4,"WARNING: THE SPICE SCALE IS NOT AMERICANIZED!!!
But Little Bangkok burns soooo good.
If you think you like a level 10 spicy, you might want to start with a...",Strip District,40.45076899,-79.98437136,thai,food
Little Tokyo Bistro,http://s3-media2.fl.yelpcdn.com/bphoto/MkgEpuv1U0DNfdy36a_Mbg/ms.jpg,http://www.yelp.com/biz/little-tokyo-bistro-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,80,4,"Hawaiian Roll and spicy tuna roll.

That's what I dreamt of the other night.

I know I'm not crazy because my sister said the same thing. Could we both be...",South Side,40.428185,-79.975304,sushi,food
Los Cabos Mexican Restaurant,http://s3-media4.fl.yelpcdn.com/bphoto/jKEkHV6DTe7CJd1Chn8XrA/ms.jpg,http://www.yelp.com/biz/los-cabos-mexican-restaurant-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,97,3.5,"You blink, and you'll miss it. Tiny place in the middle of a block of different stores. Don't let that deter you from trying it out!
Enchilada - fairly...",Lawrenceville,40.4655914,-79.9545898,mexican,food
Loving Hut,http://s3-media3.fl.yelpcdn.com/bphoto/Z5ODye7IacRk0eGoCPwq0g/ms.jpg,http://www.yelp.com/biz/loving-hut-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,91,4,"You need to go to Loving Hut. Stop what you are doing right now and go! Seriously, this is one of my top restaurants, ever. The food here is for the most...",,40.4289925,-80.1302317,vietnamese,food
Luke Wholey's Wild Alaskan Grille,http://s3-media2.fl.yelpcdn.com/bphoto/DL6-uS0yoYA7irnldlYiAQ/ms.jpg,http://www.yelp.com/biz/luke-wholeys-wild-alaskan-grille-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,206,4,Went here with my fiance and group of friends recently and can honestly say this was one of the best meals I've had in Pittsburgh. We had a couple of...,Strip District,40.45192124,-79.98280732,sushi,food
Lydiah's Coffee House,http://s3-media2.fl.yelpcdn.com/bphoto/ru9XiDZ50rleh4VYujbMJw/ms.jpg,http://www.yelp.com/biz/lydiahs-coffee-house-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,11,4.5,"Despite having ""Coffee House"" in its name, I haven't tried the coffee here. Mainly because I don't drink much coffee. However, let me tell you about the...",Downtown,40.4371691,-79.9981261,ethnicmarkets,food
Mad Mex - North Hills,http://s3-media2.fl.yelpcdn.com/bphoto/rIFjLxJGXwmNK6rDkKpEJw/ms.jpg,http://www.yelp.com/biz/mad-mex-north-hills-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,97,3.5,"If there is one thing I could fault Mad Mex for, it's consistency. However, if I had to pick the most consistent restaurant in their chain that infrequent,...",,40.5496857,-80.0193428,mexican,food
Mad Mex - Oakland,http://s3-media3.fl.yelpcdn.com/bphoto/cEVN41KmiLPj7avqJZB5Ug/ms.jpg,http://www.yelp.com/biz/mad-mex-oakland-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,191,3.5,"I love this place. They're constantly having deals, my go to is from 2-4 students (with IDs) get most of their menu half off, really cannot get any better...",Oakland,40.438019,-79.954209,mexican,food
Mad Mex - Shadyside,http://s3-media1.fl.yelpcdn.com/bphoto/8w_XlsnOUiOyR1iimd6tKQ/ms.jpg,http://www.yelp.com/biz/mad-mex-shadyside-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,202,3.5,"Come for the margs, stay for the apps!Chain restaurants don't usually speak to me, but there's a special place in my heart for Mad Mex.

My favorite time to...",Shadyside,40.458283,-79.925318,mexican,food
Madonna's Mediterranean Cuisine,http://s3-media1.fl.yelpcdn.com/bphoto/QfsSb-S6AZg6iDOR2l9wTg/ms.jpg,http://www.yelp.com/biz/madonnas-mediterranean-cuisine-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,32,5,"Best Mediterranean food in downtown Pittsburgh!

Great people inside too, very friendly.",Downtown,40.4389554,-79.9993319,restaurants,food
Maggie's Farm Rum,http://s3-media1.fl.yelpcdn.com/bphoto/hn1Q5ztncqnJgNVqgpPR9A/ms.jpg,http://www.yelp.com/biz/maggies-farm-rum-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,31,4.5,"I love this place! From the outside you would have no idea what is in store inside. You think you're going into a sketchy warehouse when in fact, you open...",Strip District,40.4617996,-79.9701224,nightlife,nightlife
Make Your Mark,http://s3-media2.fl.yelpcdn.com/bphoto/nLufih8sFxxaENpL_hN9qw/ms.jpg,http://www.yelp.com/biz/make-your-mark-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,41,4.5,"It's true! Make Your Mark is as adorable and comfortable as other reviewers report. It's a shame that it's taken me so long to get here!

We loved the...",Point Breeze,40.4503403,-79.9145126,coffee,food
Mancini's Bread Company,http://s3-media2.fl.yelpcdn.com/bphoto/5XGeCzKCbJnZrztDMwcs0w/ms.jpg,http://www.yelp.com/biz/mancinis-bread-company-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,22,4.5,"Whether you're there for one of the many yummy varieties of bread or, like me, a devoted fan of their pepperoni rolls, Mancini's is a must-stop for anyone...",Strip District,40.45018,-79.985764,bakeries,food
Manor Theatre,http://s3-media4.fl.yelpcdn.com/bphoto/JrFKdcBo_KJABHJ7LzR8sg/ms.jpg,http://www.yelp.com/biz/manor-theatre-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,60,4.5,"I'd been looking forward to turning 21 for the sole purpose of going to the Manor to get a drink while watching my movie.

I've been countless times over...",Squirrel Hill,40.43721599,-79.92280729,arts,arts
Meat & Potatoes,http://s3-media3.fl.yelpcdn.com/bphoto/DTy8SuOWFsOHGDr-A5F0vg/ms.jpg,http://www.yelp.com/biz/meat-and-potatoes-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,1006,4,"My boyfriend and I went to brunch a couple Saturday's ago with a couple of good friends from out of town. None of us had been here for brunch or dinner, we...",Downtown,40.44314459,-80.00110379,newamerican,food
Mellon Park,http://s3-media1.fl.yelpcdn.com/bphoto/w4oI0yagdm9O4riuuKj-GA/ms.jpg,http://www.yelp.com/biz/mellon-park-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,10,4.5,"I visited the park for the first time for ""Bach, Beethoven and Brunch""
This free concert features a wide variety of classical and instrumental groups every...",Shadyside,40.45282222,-79.92090762,active,active
Mercurio's,http://s3-media1.fl.yelpcdn.com/bphoto/knv4GqOSGpRRtt3C6ZPWjQ/ms.jpg,http://www.yelp.com/biz/mercurios-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,224,4,This review is strictly based on the gelato. But the amount of flavors and quality of gelato is just. so. good. Whether it's 5 degrees or 95 degrees I don't...,Shadyside,40.45165,-79.93299,pizza,food
"Metamorphosis Organic Salon, Spa and Wellness Studio",http://s3-media3.fl.yelpcdn.com/bphoto/uEhel38AL4Gmu_Rb5R-lZA/ms.jpg,http://www.yelp.com/biz/metamorphosis-organic-salon-spa-and-wellness-studio-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,34,4.5,"I'm a guy, & I like getting my hair cut here. Also the massage therapists they have there are great at deep tissue Swedish stuff.

Try this place out,...",Lawrenceville,40.478637,-79.955167,active,active
Michael's Pizza Bar & Restaurant,http://s3-media3.fl.yelpcdn.com/bphoto/uaBGxxjfs5GEri4UN0sy0Q/ms.jpg,http://www.yelp.com/biz/michaels-pizza-bar-and-restaurant-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,49,4.5,"My Boyfriend and I had just returned from a Trip to NYC and it was NYE.  We wanted something delicious, but quick without having a crazy prices for NYE and...",South Side,40.42624,-79.96823,pizza,food
Mid-Atlantic Mercantile,http://s3-media4.fl.yelpcdn.com/bphoto/o-_jKqOyXbs_JQ_scOy5HA/ms.jpg,http://www.yelp.com/biz/mid-atlantic-mercantile-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,8,5,Best boutique in Lawrenceville!  The owner has a great eye.  I love my Delphine Kimono!,Lawrenceville,40.4719669,-79.959546,shopping,shopping
Mike Feinberg Company,http://s3-media2.fl.yelpcdn.com/bphoto/fobk8sP4bn1j8Cotuarkaw/ms.jpg,http://www.yelp.com/biz/mike-feinberg-company-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,12,4.5,"I freakin' love this place. Anything you could possibly want, they've got it. And probably a lot of stuff that you don't want.

I loved that everyone...",Strip District,40.4502296,-79.9847565,shopping,shopping
Miss Saigon88,http://s3-media1.fl.yelpcdn.com/bphoto/xxzRkMFfOt4K0Y-kDUyZtA/ms.jpg,http://www.yelp.com/biz/miss-saigon88-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,23,3.5,"Being new to Pittsburgh I have been somewhat underwhelmed by the choices in Vietnamese Pho restaurants. However, I ordered Pho today from Miss Saigon 88...",Oakland,40.45124743,-79.95148413,vietnamese,food
Monterey Pub,http://s3-media3.fl.yelpcdn.com/bphoto/PcF8UeB1PFoTa29M9lnFHQ/ms.jpg,http://www.yelp.com/biz/monterey-pub-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,63,4.5,My husband's uncle suggested this little gem for beers and grub after a Pitt game and was super excited to introduce us young folk to a new place. He loves...,North Side,40.45562,-80.0132299,nightlife,nightlife
Moonlite Cafe,http://s3-media3.fl.yelpcdn.com/bphoto/yT9x2NCvjZOo8EopmsVcig/ms.jpg,http://www.yelp.com/biz/moonlite-cafe-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,20,4.5,Great food everytime love the moonlite chicken sandwich... The sampler platter is amazing you get so much food for such a great price !,Brookline,40.39546585,-80.02290344,italian,food
Moonlite Express,http://s3-media2.fl.yelpcdn.com/bphoto/j_p5RAXOjU4oT_Ex9RGE7A/ms.jpg,http://www.yelp.com/biz/moonlite-express-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,5,3.5,"I recently ordered Szechuan tofu, the small portion cost me $6 and change plus tip. The rice was nice and fluffy instead of sticky and clumped together. The...",Oakland,40.44353867,-79.95469666,ethnicmarkets,food
Muddy Waters Oyster Bar,http://s3-media2.fl.yelpcdn.com/bphoto/OovTjiM7wOWiIDWjYsNVSw/ms.jpg,http://www.yelp.com/biz/muddy-waters-oyster-bar-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,23,4,This place has a great atmosphere. The servers and the cooks were extremely nice. We took advantage of the bloody Mary bar even though we got there a little...,East Liberty,40.46021271,-79.925354,nightlife,nightlife
Murray Avenue Grill,http://s3-media4.fl.yelpcdn.com/bphoto/V-pV4KgNBQX_iI0OUpO59Q/ms.jpg,http://www.yelp.com/biz/murray-avenue-grill-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,100,4,"My go bar in squirrel hill whenever I'm not at the cage!
The food here is fantastic, check out their specials because you'll find some great deals, my...",Squirrel Hill,40.43726,-79.9231,newamerican,food
My Ngoc Restaurant,http://s3-media3.fl.yelpcdn.com/bphoto/Z4Cfk4ea8W8a2qHMyFrDVw/ms.jpg,http://www.yelp.com/biz/my-ngoc-restaurant-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,12,3,"Forget Subway - here's where I'll get my 5-dollar footlong. The Banh Mi outside is all I ever do here, so I can't say much for the inside.

The new owner...",Strip District,40.4519844,-79.9824066,vietnamese,food
Namaste India,http://s3-media2.fl.yelpcdn.com/bphoto/boDQUNtXNkcC9FGtqfBQvw/ms.jpg,http://www.yelp.com/biz/namaste-india-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,24,3,"Restaurant is difficult to find. You need to go through the hotel. Place is OK, simple interior but clean. They have buffet and menu. I went for salad and...",Banksville,40.4202995,-80.0301208,indpak,food
Napoli Pizzeria,http://s3-media1.fl.yelpcdn.com/bphoto/0YqBcwUnUSmUSlscl-m0ww/ms.jpg,http://www.yelp.com/biz/napoli-pizzeria-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,34,4,"I've been going to Napoli's for years now since I work right next door.
Great Staff! They know exactly what I want as soon as I step into their place.
They...",Squirrel Hill,40.434399,-79.9229828,pizza,food
National Aviary,http://s3-media3.fl.yelpcdn.com/bphoto/j7UhOxe8j0ZIAWnnYwSLMg/ms.jpg,http://www.yelp.com/biz/national-aviary-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,85,4.5,Fun and interesting place for young and old to see and learn more about exotic birds. The volunteers are keen to explain to you everything about the birds'...,North Side,40.45343158,-80.01047299,arts,arts
New Way Gourmet,http://s3-media4.fl.yelpcdn.com/bphoto/3w9JZHsIRsc2toNnZDnHtw/ms.jpg,http://www.yelp.com/biz/new-way-gourmet-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,9,4.5,"I can't sing new way's praises enough. I live a hop, skip and a jump away from this gem and checked it out for the first time after some Arsenal workers...",Lawrenceville,40.4645004,-79.9602203,pizza,food
Nicky's Thai Kitchen,http://s3-media2.fl.yelpcdn.com/bphoto/oHrRn1deYDwfN6N95ldtwQ/ms.jpg,http://www.yelp.com/biz/nickys-thai-kitchen-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,270,4,OMG. This place is amazing!! We sat outside on the patio even though it was a bit cold. My husband whined about it like a baby- but I thought it was fine...,North Side,40.4522,-80.01626,thai,food
No. 1 Sushi Sushi,http://s3-media2.fl.yelpcdn.com/bphoto/HLRF1cZOvm2YScxM8paMJg/ms.jpg,http://www.yelp.com/biz/no-1-sushi-sushi-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,49,4.5,"Spicy Tuna roll is the best in the city and spicy salmon is pretty good too. You will not be disappointed with the quality of No. 1.

I usually end up here...",Downtown,40.441062,-80.002126,sushi,food
Noodlehead,http://s3-media3.fl.yelpcdn.com/bphoto/lIkl8bk5dNK_kUlMAhY-Mw/ms.jpg,http://www.yelp.com/biz/noodlehead-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,439,4,My Saturday night staple. This is the place I take out of towners when I want to give them a taste of modern Pittsburgh (people think that Primanti's is...,Shadyside,40.457748,-79.925491,thai,food
NU Jewish Bistro,http://s3-media3.fl.yelpcdn.com/bphoto/Hi6Z1fv8u8qcwZBm_hBJCA/ms.jpg,http://www.yelp.com/biz/nu-jewish-bistro-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,60,4,I've only had their reuben and it was delicious. Can't wait to go back again.,Squirrel Hill,40.4375577,-79.92282,sandwiches,food
Oishii Bento,http://s3-media3.fl.yelpcdn.com/bphoto/CGMO444p09HoNJlPfYP6Pg/ms.jpg,http://www.yelp.com/biz/oishii-bento-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,164,4,"Black clouds filled the sky, thunder rumbling in the distance. Or was that my stomach? I was running low on energy and knew it wouldn't be long before I was...",Oakland,40.441902,-79.957138,sushi,food
Pageboy Salon & Boutique,http://s3-media4.fl.yelpcdn.com/bphoto/4iYI705bDuHzjuUkkvHH2Q/ms.jpg,http://www.yelp.com/biz/pageboy-salon-and-boutique-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,31,4.5,"I don't live in Pittsburgh anymore, but I almost wish I did so I could still get my hair cut at Pageboy! Moving to a new city with many more options (and...",Lawrenceville,40.46584,-79.96527,shopping,shopping
Paint Monkey,http://s3-media3.fl.yelpcdn.com/bphoto/G3YQ0eE9DMwnWRAdldiBOQ/ms.jpg,http://www.yelp.com/biz/paint-monkey-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,35,5,This place is fun! I met some friends there to do a painting of Marilyn Monroe. I've also done Paint Nite and what makes this place different is they sketch...,Lawrenceville,40.4728699,-79.9639206,arts,arts
Paris 66,http://s3-media3.fl.yelpcdn.com/bphoto/5oE2fEWUua3MTzJbXBCYsg/ms.jpg,http://www.yelp.com/biz/paris-66-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,154,3.5,Went for brunch today.  It is a quaint little place with a wonderful atmosphere.  I had the Paris 66 Brunch with a chocolate croissant. The crepes and eggs...,Shadyside,40.459956,-79.92427,french,food
Parker's PGH,http://s3-media1.fl.yelpcdn.com/bphoto/ysI5hJK5kH5bepTtmn3nLA/ms.jpg,http://www.yelp.com/biz/parkers-pgh-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,32,4.5,"I LOVE this place.  If you're remotely close to the Dormont area and want a sandwich, stop by.  The staff is always great, and being such a small shop you...",Dormont,40.39554231,-80.03506914,sandwiches,food
"Pastoli's Pizza, Pasta & Paisans",http://s3-media1.fl.yelpcdn.com/bphoto/emgjwQ8dabPSj4_oWZBfwg/ms.jpg,http://www.yelp.com/biz/pastolis-pizza-pasta-and-paisans-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,24,4.5,"Hands down the best Pizza in Squirrel Hill area.  The rest are just cruising on past accolades and lets face it don't measure up in 2016.

If you haven't...",Squirrel Hill,40.43586731,-79.92314148,pizza,food
Patron Mexican Grill,http://s3-media4.fl.yelpcdn.com/bphoto/D1ZEXu7H0maktXB4dU7x-g/ms.jpg,http://www.yelp.com/biz/patron-mexican-grill-pittsburgh-3?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,60,3.5,"At first, I was like ehhh this is slightly pricey for Mexican food, but their portions are HUGE! I ordered the steak fajitas and had 3 plates of food...",East Liberty,40.46017013,-79.92492154,mexican,food
Pavement,http://s3-media4.fl.yelpcdn.com/bphoto/egb30N0aFb6z0Q6GpyTzQA/ms.jpg,http://www.yelp.com/biz/pavement-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,24,4.5,"If there is one store in all of Pittsburgh that best expresses my fashion point of view, it is without a doubt Pavement. Sophisticated, cool and funky all...",Lawrenceville,40.466248,-79.964973,shopping,shopping
"Peace, Love and Little Donuts",http://s3-media3.fl.yelpcdn.com/bphoto/2JEV1CVFNefWPKKw0Dpveg/ms.jpg,http://www.yelp.com/biz/peace-love-and-little-donuts-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,138,3.5,I didn't even know this place was open about their political views until I read other Yelp reviews but it's really just about the doughnuts for me. The...,Strip District,40.45208797,-79.98412192,donuts,food
Penn Ave Fish Company,http://s3-media4.fl.yelpcdn.com/bphoto/2my_O_PuMM1_WBN_z4N44Q/ms.jpg,http://www.yelp.com/biz/penn-ave-fish-company-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,200,4.5,"Part market, part restaurant, and both work so well together. Not only is the fish fresh as can be, but the prices are quite reasonable for the...",Strip District,40.452309,-79.981819,sushi,food
People's Indian Restaurant,http://s3-media1.fl.yelpcdn.com/bphoto/2OdWe9YXcw69g06PmE9FeQ/ms.jpg,http://www.yelp.com/biz/peoples-indian-restaurant-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,52,3.5,"I've enjoyed eating at People's Indian Restaurant for years. I appreciate the authentic cuisine, the reasonable prices and excellent service.

The menu has...",Garfield,40.46498489,-79.94121552,indpak,food
Peppi's,http://s3-media2.fl.yelpcdn.com/bphoto/ijMwDX23w7xrynRbxa9qXw/ms.jpg,http://www.yelp.com/biz/peppis-pittsburgh-3?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,66,4.5,"I am driving from Virginia to Seattle with my two dogs and a trailer of my things. Needless to say, I'm exhausted and it's only the beginning. I told my...",North Side,40.4516599,-80.01756,sandwiches,food
Perspolis Hookah Lounge,http://s3-media2.fl.yelpcdn.com/bphoto/s6MLFdTUlxDkf9IxrTe1xQ/ms.jpg,http://www.yelp.com/biz/perspolis-hookah-lounge-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,10,5,I've been coming here for a few months and the hookah has smoked amazing every time: great flavor and smooth.  I've tried three other places in Pitt and...,Oakland,40.45225525,-79.952034,cafes,food
Phantom of the Attic,http://s3-media2.fl.yelpcdn.com/bphoto/NrDJzirKCszc2mBpFfSbCg/ms.jpg,http://www.yelp.com/biz/phantom-of-the-attic-pittsburgh-5?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,13,4.5,"A really well organized and well run Comic shop. The floor is incredibly spacious, neat and they have a great selection of titles from all over. When i...",Oakland,40.44489,-79.9484,shopping,shopping
